Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
3673370,To the Lighthouse,Virginia Woolf,"Woolf, Virginia",David Bradshaw,"=""0199536619""","=""9780199536610""",0,3.80,Oxford University Press,Paperback,195,2023,1927,,2023/07/03,to-read,to-read (#375),to-read,,,,0,0
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",4,4.28,Worldbuilders Press,Kindle Edition,383,2016,2016,2023/07/03,2023/06/29,,,read,"A surprisingly fun book. Completely fails the Bechdel test, though.",,,1,0
13230894,"Loving Someone With Attention Deficit Disorder: A Practical Guide to Understanding Your Partner, Improving Your Communication, and Strengthening Your ... (The New Harbinger Loving Someone Series)",Susan Tschudi,"Tschudi, Susan",,"=""1608822281""","=""9781608822287""",0,4.22,New Harbinger Publications,Paperback,192,2012,2012,,2023/04/25,currently-reading,currently-reading (#2),currently-reading,,,,1,0
55919292,The State Must Provide: Why America's Colleges Have Always Been Unequal―and How to Set Them Right,Adam  Harris,"Harris, Adam",,"=""0062976486""","=""9780062976482""",0,3.93,Ecco,Hardcover,272,2021,2021,,2023/06/29,to-read,to-read (#374),to-read,,,,0,0
34104392,The Bright Hour: A Memoir of Living and Dying,Nina Riggs,"Riggs, Nina",,"=""1501169351""","=""9781501169359""",0,4.30,Simon and Schuster,Hardcover,288,2017,2017,,2023/06/29,to-read,to-read (#373),to-read,,,,0,0
4477,Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande,"Gawande, Atul",,"=""0312421702""","=""9780312421700""",0,4.27,Metropolitan Books,Paperback,270,2003,2013,,2023/06/29,to-read,to-read (#372),to-read,,,,0,0
20696006,Being Mortal: Medicine and What Matters in the End,Atul Gawande,"Gawande, Atul",,"=""0805095152""","=""9780805095159""",5,4.49,Metropolitan Books,Hardcover,282,2014,2014,2023/06/28,2023/04/09,,,read,A deep insight into life and death in the modern world. A must read for everyone.,,,1,0
173338910,"Waybound (Cradle, #12)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.65,Hidden Gnome Publishing,Kindle Edition,518,2023,2023,2023/06/08,2023/06/20,,,read,"So sad the journey ended, but it ended well.<br/><br/>Reading this sparked the joy icon and the void icon.<br/><br/>Merged review:<br/><br/>So sad the journey ended, but it ended well.<br/><br/>Reading this sparked the joy icon and the void icon.",true,,2,0
10803121,"The Alloy of Law (Mistborn, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765330423""","=""9780765330420""",4,4.21,Tor Books,Hardcover,332,2011,2011,2023/06/13,2023/03/10,,,read,The relationships were overly YA but I enjoyed the story. Sanderson is good at overarching story lines.,,,1,0
26530320,Grunt: The Curious Science of Humans at War,Mary Roach,"Roach, Mary",,"=""0393245446""","=""9780393245448""",0,3.93,W. W. Norton & Company,Hardcover,285,2016,2016,,2023/06/12,to-read,to-read (#371),to-read,,,,0,0
52011076,What We Don't Talk About When We Talk About Fat,Aubrey Gordon,"Gordon, Aubrey",,"=""0807041300""","=""9780807041307""",0,4.42,Beacon Press,Hardcover,197,2020,2020,,2023/06/08,to-read,to-read (#370),to-read,,,,0,0
8605947,The ADHD Effect on Marriage: Understand and Rebuild Your Relationship in Six Steps,Melissa Orlov,"Orlov, Melissa",Edward M. Hallowell,"=""1886941971""","=""9781886941977""",0,3.98,Specialty Press/A.D.D. Warehouse,Paperback,233,2010,2010,,2023/06/08,to-read,to-read (#369),to-read,,,,0,0
52979491,"The Autism Relationships Handbook: How to Thrive in Friendships, Dating, and Love",Joe Biel,"Biel, Joe",Faith G. Harper,"=""1621066193""","=""9781621066194""",0,3.62,Microcosm Publishing,Paperback,159,2021,2021,,2023/06/08,to-read,to-read (#368),to-read,,,,0,0
122764527,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""059346673X""","=""9780593466735""",0,4.08,Vintage,Paperback,258,2023,2022,,2023/06/05,to-read,to-read (#367),to-read,,,,0,0
57933306,Stolen Focus: Why You Can't Pay Attention— and How to Think Deeply Again,Johann Hari,"Hari, Johann",,"=""0593138511""","=""9780593138519""",1,4.24,Crown,Hardcover,357,2022,2022,2023/01/01,2023/02/22,,,read,"""look hun, if you swipe left the screen goes left. If you swipe right, the screen goes right""<br/><br/>I crouch down and say to the man, ""you can also do it the old fashioned way and look left, then turn your head, and look right!""<br/><br/>This is the most insufferable pretentious book I've had the ill conceived idea to read. It makes me gag at the cringey points.<br/><br/>Yes, screens can steal away our attention and can cause a loss of focus, but they're also a portal to the collected knowledge of all humankind. For God's sake - this very book is available on kindle.<br/><br/>Count me firmly on the ""it's a tool, and up to us to manage our own (and children's) screen time, and what we do with our screens"" side, rather than the ""screen = bad"" crowd.",,,1,0
40864002,"A Psalm for the Wild-Built (Monk & Robot, #1)",Becky  Chambers,"Chambers, Becky",,"=""""","=""""",0,4.28,Tordotcom,Kindle Edition,160,2021,2021,,2022/06/02,abandoned,abandoned (#31),abandoned,,,,0,0
152519,Incidents in the Life of a Slave Girl,Harriet Ann Jacobs,"Jacobs, Harriet Ann",Linda Brent,"=""0486419312""","=""9780486419312""",0,4.15,Dover Publications,Paperback,176,2001,1861,,2021/12/18,abandoned,abandoned (#30),abandoned,,,,0,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",5,4.39,Alfred A. Knopf,Kindle Edition,592,2006,2005,2023/05/31,2020/06/14,,,read,"I'm crying, 10/10. ",,,1,0
5308,The Pearl,John Steinbeck,"Steinbeck, John",,"=""0142000698""","=""9780142000694""",5,3.53,Penguin Books,Paperback,96,2002,1947,2023/05/24,2020/07/02,,,read,"An exemplar on the history of race and class divide. Excellent writing with strong, interesting and flawed characters.",,,1,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""""",3,3.89,Harper,Paperback,212,2016,2016,2017/03/22,2023/05/23,,,read,,,,1,0
91953,Leviathan,Thomas Hobbes,"Hobbes, Thomas","Marshall Missner, Crawford Brough Macpherson","=""0140431950""","=""9780140431957""",0,3.71,Penguin Books,Paperback,736,1981,1651,,2023/05/23,to-read,to-read (#366),to-read,,,,0,0
58536046,Why Has Nobody Told Me This Before?,Julie      Smith,"Smith, Julie",,"=""0063227932""","=""9780063227934""",3,3.89,HarperOne,Hardcover,368,2022,2022,2023/05/23,2023/02/22,,,read,"I feel like the majority of this advice is better suited to direct therapy than a book, tailored to individual circumstances.",,,1,0
14201,Jonathan Strange & Mr. Norrell,Susanna Clarke,"Clarke, Susanna",,"=""""","=""""",0,3.86,Tor Books,Paperback,1006,2006,2004,,2023/05/22,to-read,to-read (#365),to-read,,,,0,0
18144590,The Alchemist,Paulo Coelho,"Coelho, Paulo",,"=""0062315005""","=""9780062315007""",3,3.91,HarperOne,Paperback,182,2014,1988,2023/05/20,2022/02/11,,,read,An enjoyable tale that felt like a short story stretched a bit much.,,,1,0
3876,The Sun Also Rises,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",2,3.79,Pan Books,Paperback,189,1957,1926,2023/05/19,2020/09/16,,,read,"For the love of god - do not read this if you have ever had a problem with drinking. I think about 40% of the text is descriptions of drinks drank by the various alcoholic characters.<br/><br/>So -- this book is a 'product of it's time', and therefore considers being Jewish to be a socially disgraceful trait; being black to mean, well, let's just say Hemingway didn't show basic humanity at the only mention of black people in this novel - and women are generally only considered by their beauty - and so on.<br/><br/>I listened to the audiobook, and William Hurt had a fantastic voice, which I think made me enjoy this book more than I should have. The story is deeply dull - and as I said in my introductory statement, it is interspersed somewhere between descriptions of alcohol - kind of. Not that I'm at all sure what the actual plot is - this feels almost like a character study. That's impossible, of course, as the characters have no depth, but bull fighting is described with near-romantic interest, if that's your thing. <br/><br/>Admittedly, Brett does have a smidgen of depth with the history of domestic violence, hence her alcoholism, and it is somewhat implied that the men are alcoholics due to being in the war. If you accidentally skipped the few sentences where these deeply salient plot points were mentioned (again, somewhere between the Pernod, Martinis and wine), I forgive you.<br/><br/>I'm not sure why this book is so critically acclaimed as Hemingway's best - it feels like he is simply describing a depressed pick me alcoholic whose only character trait is finding a new partner every few days while a group of men swoon and fight over her.<br/><br/>Frankly, if this was written by anyone else, I doubt people would have read past the first chapter. But it's Hemingway, so it must be a masterpiece, and the bad writing must in fact be layers of such depth that we're just not smart enough to dig into it. That was sarcasm, and this review has now provided more interesting writing devices than in the entirety of The Sun Also Rises. Now I'm going to go and get real 'tight'.",,,1,0
